icao_code,country_code,iata_code,lng,name,lat
ZBXZ,CN,WUT,112.97,Xinzhou Wutaishan Airport,38.6
SLYA,BO,BYC,-63.65,Yacuiba Airport,-21.96
SKYA,CO,AYG,-73.93,Yaguara Airport,1.54
PACY,US,CYT,-142.49,Yakataga Airport,60.08
DNJO,NG,JOS,8.87,Yakubu Gowon Airport,9.64
RJFC,JP,KUM,130.66,Yakushima Airport,30.39
FEFY,CF,AIG,23.26,Yalinga,6.52
YYMI,AU,XMY,142.78,Yam Island Airport,-9.9
DIYO,CI,ASK,-5.34,Yamoussoukro Airport,6.87
OEYN,SA,YNB,38.06,Yanbu Airport,24.14
FZIR,CD,YAN,24.47,Yangambi Airport,0.78
FKKY,CM,YAO,11.52,Yaounde Airport,3.84
CYQI,CA,YQI,-66.09,Yarmouth Airport,43.83
NFSW,FJ,YAS,177.55,Yasawa Island Airport,-16.76
RKTY,KR,YEC,128.36,Yechon Ab,36.63
ZWSC,CN,QSZ,77.08,Shache Yeerqiang Airport,38.28
GAYE,ML,EYL,-10.57,Yelimane Airport,15.13
UIKE,RU,ERG,108.03,Yerbogachen Airport,61.27
,US,EYR,-119.16,Yerington Municipal Airport,39
AYXE,PG,YVD,146.19,Yeva,-7.55
UBEE,AZ,YLV,47.14,Yevlakh Airport,40.63
URKE,RU,EIK,38.21,Yeysk Airport,46.68
ZUYB,CN,YBP,104.53,Yibin Wuliangye Airport,28.86
ZSYC,CN,YIC,114.31,Yichun Mingyueshan Airport,27.8
ZWYN,CN,YIN,81.33,Yining Airport,43.95
ZSYW,CN,YIW,120.03,Yiwu Airport,29.34
WAHI,ID,YIA,110.06,Yogyakarta International Airport,-7.9
FCBY,CG,NKY,13.29,Nkayi-Yokangassi Airport,-4.22
DNYO,NG,YOL,12.43,Yola Airport,9.26
VQTY,BT,YON,91.51,Yongphulla Airport,27.26
YYKI,AU,OKR,143.41,Yorke Island Airport,-9.75
CYQV,CA,YQV,-102.46,Yorkton Municipal Airport,51.26
MHYR,HN,ORO,-87.14,Yoro,15.13
RORY,JP,RNJ,128.4,Yoron Airport,27.04
LLYT,IL,YOT,35.07,Yotvata Airfield,29.9
ZPYM,CN,YUA,101.88,Yuanmou Airport,25.74
WAJE,ID,RUF,140.96,Yuruf Airport,-3.63
UHSM,RU,DEE,145.68,Yuzhno-Kurilsk Mendeleyevo Airport,43.96
KCRT,US,CRT,-91.88,Z M Jack Stell Field,33.18
UBTT,AZ,ZXT,49.98,Zabrat Airport,40.5
DFEZ,BF,XZA,-0.62,Zabre Airport,11.17
GMAZ,MA,OZG,-5.86,Zagora Airport,30.28
HSZA,SD,ZLX,23.56,Zalengei Airport,12.94
FLZB,ZM,BBZ,23.11,Zambezi Airport,-13.54
FCBZ,CG,ANJ,13.82,Zanaga Airport,-2.85
OITZ,IR,JWN,48.36,Zanjan Airport,36.77
SAHZ,AR,APZ,-70.11,Zapala Airport,-38.98
UBBY,AZ,ZTU,46.67,Zaqatala International Airport,41.56
DNZA,NG,ZAR,7.69,Zaria Airport,11.13
UASZ,KZ,SZI,84.89,Zaysan Airport,47.49
FEFZ,CF,IMO,25.15,Zemio Airport,5.05
ZBZJ,CN,ZQZ,114.93,Zhangjiakou Ningyuan Airport,40.74
ZLZY,CN,YZY,100.68,Zhangye Ganzhou Airport,38.8
UEVV,RU,ZIX,123.36,Zhigansk Airport,66.8
OPZB,PK,PZH,69.46,Zhob Airport,31.36
ZLZW,CN,ZHY,105.15,Zhongwei Airport,37.57
ZSZS,CN,HSN,122.36,Zhoushan Airport,29.93
VEZO,IN,ZER,93.83,Zero Airport,27.59
EBZR,BE,OBL,4.75,Oostmalle Air Base,51.26
UHSO,RU,ZZO,142.76,Zonalnoye Airport,50.67
ZUMT,CN,WMT,106.37,Zunyi Maotai Airport,27.87
UESU,RU,ZKP,150.83,Zyryanka Airport,65.74
NGAB,KI,ABF,173.04,Abaiang Atoll Airport,1.8
GQNE,MR,BGH,-14.2,Abbaye Airport,16.63
LFOI,FR,XAB,1.83,Abbeville Airport,50.14
OPAB,PK,AAW,73.25,Abbottabad Airport,34.2
WARA,ID,MLG,112.71,Abdul Rachman Saleh Airport,-7.93
FTTC,TD,AEH,20.84,Abeche,13.85
DIAU,CI,OGO,-3.47,Abengourou Airport,6.72
EGFA,GB,,-4.56,Aberporth Airport,52.12
OEAB,SA,AHB,42.66,Abha Regional Airport,18.24
OOAD,OM,AOM,57.38,Adam Airport,22.49
VIAX,IN,AIP,75.76,Adampur Airport,31.43
SBSO,BR,SMT,-55.67,Sorriso Airport,-12.48
SBAN,BR,APS,-48.96,Anapolis AFB,-16.23
SBST,BR,SSZ,-46.3,Santos Aeroporto,-23.93
LPCH,PT,CHV,-7.46,Chaves Airport,41.72
LPCO,PT,CBP,-8.47,Coimbra Airport,40.16
LPVZ,PT,VSE,-7.89,Viseu Airport,40.72
KMKT,US,MKT,-93.92,Mankato Regional Airport,44.22
KNEL,US,NEL,-74.35,Holmansville Heliport,40.03
,US,RCE,-123.15,Roche Harbor Seaplane Base,48.61
AYAF,PG,AFR,148.39,Afore Airport,-9.14
,AU,AGW,142.15,Agnew Airport,-12.15
GVAN,CV,NTO,-25.09,Agostinho Neto Airport,17.2
FYAA,NA,AIW,17.6,Ai Ais,-28
KAIT,US,,-93.68,Aitkin Municipal Airport,46.55
BGAK,GL,QCU,-52.34,Akunnaaq Heliport,68.74
ORAA,IQ,IQA,42.44,Al Asad Airbase,33.79
ORTI,IQ,,44.26,Al Taji,33.52
,SY,SOR,40.15,Al Thaurah,34.39
,CA,YPB,-124.93,Alberni Valley Regional Airport,49.32
KBVN,US,,-98.06,Albion Municipal Airport,41.73
LILA,IT,,8.63,Alessandria Airport,44.93
,US,ALZ,-154.25,Alitak Seaplane Base,56.9
KACP,US,,-92.69,Allen Parish Airport,30.75
,PA,AIL,-78.02,Ailigandi Airport,9.22
PALP,US,DQH,-150.95,Alpine Airstrip,70.34
LSMA,CH,,8.28,Alpnach,46.94
SNAI,BR,APY,-45.95,Alto Parnaiba,-9.08
KAAT,US,,-120.57,Alturas Municipal Airport,41.48
LPAR,PT,AVR,-9.03,Alverca Airport,38.88
,CN,AXF,105.62,Alxa Left Banner Airport,38.8
,CN,RHT,101.58,Alxa Right Banner Airport,39.22
AYAM,PG,AMU,141.21,Amanab Airport,-3.59
,MG,AHY,45.53,Amabatolahy Airport,-20.02
LSPM,CH,,8.69,Ambri Airport,46.51
AYAT,PG,AUJ,142.82,Ambunti Airport,-4.22
EHAL,NL,,5.68,Ameland Airport,53.45
SDAI,BR,,-47.27,Americana Airport,-22.76
UHTG,RU,AEM,137.67,Amgu Airport,45.84
BGAS,GL,QUW,-45.38,Ammassivik Heliport,60.6
,US,AOS,-153.82,Amook Bay Seaplane Base,57.47
EHHA,NL,,4.8,Amsterdam Heliport,52.41
,US,OTS,-122.66,Anacortes Airport,48.5
,MG,DVD,43.26,Andavadoaka Airport,-22.07
,AD,ALV,1.53,Andorra la Vella Heliport,42.51
EGWA,GB,ADV,-1.53,Andover Airfield,51.21
SJKB,BR,OTT,-58.58,Andre Maggi Airport,-9.9
SUAA,UY,,-56.26,Melilla,-34.79
AYGU,PG,AKG,142.22,Anguganak Airport,-3.56
,AU,ANZ,132.27,Angus Downs Stn,-25.03
FMSZ,MG,WAK,44.53,Ankazoabo Airport,-22.3
KIKV,US,,-93.57,Ankeny Regional Airport,41.69
KANE,US,,-93.21,Anoka County Airport,45.14
SCAA,CL,,-73.05,Andacollo Airport,-41.04
EDQF,DE,QOB,10.67,Ansbach-Petersdorf,49.36
KAFP,US,,-80.08,Anson County Airport,35.02
,US,ATE,-95.65,Antlers Municipal Airport,34.19
SNYW,BR,GMS,-44.65,Antonio Guerreiro Airport,-2.11
FMME,MG,ATJ,47.07,Antsirabe Airport,-19.84
ZHAY,CN,AYN,114.34,Anyang Airport,36.13
AYPE,PG,APR,142.54,April River Airport,-4.68
SJVO,BR,ARS,-52.24,Aragarcas,-15.9
YAMC,AU,AXC,145.24,Aramac Airport,-22.97
,US,AHF,-99.91,Arapahoe Municipal Airport,40.34
SNAL,BR,APQ,-36.63,Arapiraca Airport,-9.78
YARA,AU,ARY,142.99,Ararat Airport,-37.31
FACC,ZA,ASS,31.52,Arathusa Safari Lodge Airport,-24.74
NTKK,PF,RKA,-145.47,Aratika Airport,-15.49
ESQO,SE,,15.92,Arboga Airport,59.39
,CO,ACM,-71.76,Puerto Arica Airport,-2.15
KAWO,US,,-122.16,Arlington Municipal Airport,48.16
EBAR,BE,,5.89,Arlon-Sterpenich ULM,49.66
NGTR,KI,AIS,176.8,Arorae Airport,-2.62
BGAR,GL,JRK,-48.42,Arsuk Heliport,61.18
NZAS,NZ,ASG,171.8,Ashburton Aerodrome,-43.9
KHBI,US,,-79.89,Asheboro Regional Airport,35.65
,US,AHM,-122.66,Ashland Municipal Airport-Sumner Parker Field,42.19
KAQR,US,,-96.15,Atoka Municipal Airport,34.4
FMMQ,MG,ILK,48.8,Atsinanana Airport,-19.58
AYND,PG,AUI,143.06,Aua Island Airport,-1.46
AYUM,PG,AUV,148.45,Aumo Airport,-5.73
KAUH,US,,-97.99,Aurora Municipal Airport,40.89
KUAO,US,,-122.77,Aurora State Airport,45.25
SDRR,BR,QVP,-48.99,Avare-Arandu Airport,-23.09
SBTA,BR,QHP,-45.52,Base de Aviacao de Taubate Airport,-23.04
LIVV,IT,,7.92,Aviosuperficie Moncucco,45.34
LIAT,IT,,10.7,Pontedera Airport,43.59
RPMC,PH,CBO,124.21,Awang Airport,7.17
,CO,AYA,-75.15,Ayapel Airport,8.3
WAKE,ID,BXD,139.58,Bade Airport,-7.18
FYBG,NA,BQI,21.62,Bagani Airport,-18.12
,CO,BHF,-77.33,Bahia Cupica,6.55
,MX,BHL,-113.56,Bahia de los Angeles Airport,28.98
SGBN,PY,BFA,-58.18,Bahia Negra Airport,-20.22
OIBH,IR,IAQ,50.27,Bahregan,29.84
AYBG,PG,BDZ,146.94,Baindoung,-6.35
YBNS,AU,BSJ,147.57,Bairnsdale Airport,-37.89
USPB,RU,,56.2,Bakharevka Airport,57.95
BIBK,IS,BJD,-14.82,Bakkafjoerdur Airport,66.02
YBLC,AU,LCN,139.34,Balcanoona Airport,-30.54
,TM,BKN,54.37,Balkanabat Airport,39.48
YBRN,AU,BZD,143.58,Balranald Airport,-34.62
SNBS,BR,BSS,-46.05,Balsas Airport,-7.53
EDWZ,DE,BMR,7.37,Baltrum,53.72
,ID,NAF,117.13,Banaina Airport,2.72
FZBO,CD,FDU,17.38,Bandundu Airport,-3.31
AYBP,PG,BPD,147.02,Bapi,-7.74
,CA,YEB,-84.09,Bar River Airport,46.42
KDLL,US,,-89.77,Baraboo Wisconsin Dells Airport,43.52
SNBC,BR,BDC,-45.22,Barra do Corda Airport,-5.5
MRBT,CR,TTQ,-83.51,Tortuquero Airport,10.57
YBWX,AU,BWB,115.41,Barrow Island Airport,-20.86
SYBT,GY,GFO,-58.66,Bartica A Airport,6.36
ZMBU,MN,UUN,113.29,Baruun Urt Airport,46.66
AGBT,SB,BPF,158.12,Batuna,-8.56
LFRE,FR,LBY,-2.35,La Baule-Escoublac,47.29
SLBA,BO,BVL,-63.58,Baures Airport,-13.58
,ID,BXW,112.68,Harun Thohir Airport,-5.72
,CN,BZX,106.65,Bazhong Enyang Airport,31.74
YBGB,AU,BEE,122.65,Beagle Bay Airport,-17.02
KNBC,US,,-80.72,Beaufort MCAS,32.48
LFGF,FR,XBV,4.89,Beaune-Challanges,47.01
EGSM,GB,,1.62,Beccles Airport,52.44
YBDF,AU,BDW,127.46,Bedford Downs,-17.29
VEBA,IN,,88.29,Behala Airport,22.5
ZGBH,CN,BHY,109.29,Beihai Fucheng Airport,21.54
OYBN,YE,BHN,45.72,Beihan Airport,14.78
ZBNY,CN,NAY,116.39,Beijing Nanyuan Airport,39.78
FMSL,MG,OVA,45.3,Bekily,-24.24
SBJC,BR,,-48.46,Protasio de Oliveira Airport,-1.41
HAPW,ET,PWI,36.42,Beles,11.31
LFGG,FR,,6.83,Belfort-Chaux,47.7
YBEB,AU,BXF,128.31,Bellburn,-17.55
SNBL,BR,BVM,-38.87,Belmonte Airport,-15.87
UWUB,RU,BCX,58.34,Beloretsk Airport,53.94
SYBE,GY,BCG,-59.17,Bemichi Airport,7.7
LENA,ES,,0.48,Benabarre,42.02
YBLA,AU,BLN,146.01,Benalla Airport,-36.55
YBDG,AU,BXG,144.33,Bendigo Airport,-36.74
,MZ,BCW,35.44,Benguera Island Airport,-21.85
WIPY,ID,PXA,103.38,Lahat Pagar Alam Airport,-4.02
,LK,BJT,80,Bentota River Sea Plane Base,6.43
,MG,BSV,47.06,Besakoa Airport,-15.67
LFQM,FR,QBQ,6.08,Besancon - La Veze Aerodrome,47.21
FMSV,MG,BKU,44.39,Betioky Airport,-23.73
AYBI,PG,BWP,141.17,Bewani Airport,-3.02
AYBL,PG,BAA,151.01,Bialla Airport,-5.33
EPBK,PL,,23.17,Bialystok-Krywlany Airport,53.1
,BZ,BGK,-88.41,Big Creek Airport,16.52
PABV,US,,-149.51,Birchwood Airport,61.42
FABE,ZA,BIY,27.28,Bhisho Airport,-32.9
YBMD,AU,BFC,145.33,Bloomfield Airport,-15.87
KMTV,US,,-80.02,Blue Ridge Airport,36.63
CYCP,CA,,-119.28,Blue River Airport,52.12
,ID,BJG,122.14,Boalang Airport,-0.97
VYBP,MM,VBP,98.75,Bokpyin Airport,11.19
YBGD,AU,OCM,117.28,Boolgeeda Airport,-22.54
BIBF,IS,BGJ,-13.8,Borgarfjoerdur Eystri Airport,65.52
UWKG,RU,,49.13,Borisoglebskoye Airport,55.87
,US,BXS,-116.32,Borrego Valley Airport,33.26
YBRL,AU,BOX,136.3,Borroloola Airport,-16.08
,US,BSW,-146.15,Boswell Bay Airport,60.42
DAAD,DZ,BUJ,4.21,Bou Saada Airport,35.33
GMFB,MA,UAR,-1.98,Bouarfa Airport,32.51
,US,BYA,-141.11,Boundary Airport,64.08
LFHS,FR,,5.29,Bourg-Ceyzeriat,46.2
EGSN,GB,,-0.04,Bourn,52.21
YBWN,AU,ZBO,148.21,Bowen Airport,-20.02
PHSF,US,BSF,-155.55,Bradshaw Army Airfield,19.76
,LY,BCQ,14.27,Brak Airport,27.65
KFNB,US,,-95.59,Brenner Field,40.08
SNVS,BR,BVS,-50.44,Breves Airport,-1.64
YBRW,AU,BWQ,146.82,Brewarrina Airport,-29.97
KHDE,US,HDE,-99.34,Brewster Field,40.45
KXBP,US,,-97.83,Bridgeport Municipal Airport,33.18
SBCI,BR,CLN,-47.46,Maranhao / Carolina Airport,-7.32
LOXT,AT,,16.12,Fliegerhorst Brumowski,48.32
YBRU,AU,BTD,135.94,Brunette Downs,-18.64
EBST,BE,,5.2,Sint-Truiden,50.79
GGBU,GW,BQE,-15.84,Bubaque Airport,11.3
KCFE,US,,-93.84,Buffalo Municipal Airport,45.16
,PG,UBI,155.68,Buin Airport,-6.73
ZMBR,MN,UGT,104.12,Umnugobitour,43.75
FVBM,ZW,BZH,28.35,Bumi Hills Airport,-16.82
YBUN,AU,BUY,115.68,Bunbury Airport,-33.38
YBUY,AU,,149.13,Bunyan Airfield,-36.13
KBUY,US,,-79.48,Burlington-Alamance Regional Airport,36.05
CZBA,CA,,-79.85,Burlington Executive Airport,43.44
LTBE,TR,BTZ,29.01,Bursa Airport,40.23
FZKJ,CD,BZU,24.79,Buta Zega Airport,2.82
KFCS,US,FCS,-104.76,Butts Army Air Field,38.68
CYOY,CA,YOY,-71.5,CFB Valcartier,46.9
SPBC,PE,LHC,-70.51,Caballococha Airport,-3.92
SWKC,BR,CCX,-57.63,Caceres,-16.04
,CA,YZA,-121.32,Cache Creek Airport,50.78
FNCF,AO,CFF,17.99,Cafunfo Airport,-8.78
LFCC,FR,ZAO,1.48,Cahors Lalbenque Airport,44.35
YCAG,AU,CGV,125.49,Caiguna Airport,-32.26
RPUK,PH,,121.2,Calapan,13.42
KEUL,US,,-116.64,Caldwell Industrial Airport,43.64
KRWV,US,,-96.7,Caldwell Municipal Airport,30.52
KPKV,US,,-96.68,Calhoun County Airport,28.65
YCDR,AU,CUD,153.1,Caloundra Airport,-26.8
VVCL,VN,,108.41,Cam Ly Airport,11.95
FNCX,AO,CXM,18.92,Camaxilo Airport,-8.37
YMYR,AU,MYO,124.27,Camballin Airport,-18.12
LFYG,FR,,3.27,Cambrai-Niergnies Airport,50.14
SETM,EC,LOH,-79.37,Camilo Ponce Enriquez Airport,-4
SNWC,BR,CMC,-40.86,Camocim Airport,-2.9
YCMW,AU,CML,138.13,Camooweal Airport,-19.91
SBAF,BR,,-43.38,Base Aerea do Campo dos Afonsos,-22.88
SADO,AR,,-58.67,Campo De Mayo Airport MIL,-34.53
SSKM,BR,CBW,-52.36,Campo Mourao,-24.01
MMCA,MX,CNA,-110.1,Cananea Airfield,31.07
SWEK,BR,CQA,-52.27,Canarana Airport,-13.57
,US,CDL,-161.93,Candle 2 Airport,65.91
SSCN,BR,QCN,-50.83,Canela Airport,-29.37
,AO,CNZ,19.86,Cangamba Airport,-13.71
SNQG,BR,FLB,-43.08,Cangapara Airport,-6.85
YCBE,AU,CBY,140.93,Canobie Airport,-19.48
SACA,AR,,-64.26,Capitan Omar Dario Gerardi Airport,-31.44
YCBN,AU,CBI,148.02,Cape Barren Island Airport,-40.39
YCFL,AU,CQP,145.31,Cape Flattery Airport,-14.97
SLGY,BO,GYA,-65.35,Guayaramerin Airport,-10.82
,PA,PDM,-80.02,Capt. J. Montenegro Airport,7.56
SSKZ,BR,QRE,-52.82,Carazinho Airport,-28.32
SBPR,BR,,-43.99,Carlos Prates Airport,-19.91
SSAK,BR,CZB,-53.61,Cruz Alta Airport,-28.66
YSCD,AU,WCD,122.33,Carosue Dam Airport,-30.18
KHZD,US,,-88.46,Carroll County Airport,36.09
SNCP,BR,CTP,-46.02,Carutapera Airport,-1.23
SSCL,BR,CSS,-51.68,Cassilandia,-19.15
LFMQ,FR,CTT,5.79,Le Castellet,43.25
,LK,NUF,80.58,Castlereigh Reservoir Waterdrome,6.86
SSQT,BR,QAC,-49.96,Castro Airport,-24.81
MHCA,HN,CAA,-85.9,Catacamas El Aguacate Airport,14.92
SWKT,BR,TLZ,-47.9,Catalao Airport,-18.22
,BZ,CUK,-88.03,Caye Caulker Airport,17.73
YCDU,AU,CED,133.71,Ceduna Airport,-32.13
LYPO,ME,,19.29,Spiro Mugosa Airport,42.42
EBCF,BE,,4.39,Cerfontaine Airport,50.15
YCNK,AU,CES,151.34,Cessnock Airport,-32.79
CYBN,CA,YBN,-79.91,CFB Borden Heliport,44.27
CYCX,CA,YCX,-66.44,CFB Gagetown,45.84
MRCH,CR,JAP,-84.77,Puntarenas Chacarita Airport,9.98
EGLJ,GB,,-1.08,Chalgrove,51.68
LFLH,FR,XCD,4.82,Chalon-Champforgeuil,46.83
LFLE,FR,,5.98,Chambery Challes-les-Eaux Aerodrome,45.56
KCQB,US,,-96.82,Chandler Municipal Airport,35.72
SKHA,CO,CPL,-75.47,Chaparral Airport,3.72
FVCP,ZW,,30.92,Charles Prince Airport,-17.75
KJZI,US,,-80.01,Charleston Executive Airport,32.7
KCVX,US,,-85.3,Charlevoix Municipal Airport,45.32
YCHT,AU,CXT,146.27,Charters Towers Airport,-20.04
,US,NIR,-97.66,Chase Field Industrial Airport,28.36
KCQX,US,,-69.99,Chatham Municipal Airport,41.69
LFJA,FR,,5.05,Chaumont-Semoutier Air Base,48.09
,CA,TIL,-113.62,Cheadle Airport,51.06
FWCD,MW,CEH,33.8,Chelinda Airport,-10.55
USCG,RU,,61.3,Chelyabinsk Shagol Airport,55.26
,US,KCN,-167.52,Chernofski Harbor Seaplane Base,53.4
KNKT,US,,-76.88,"Cherry Point, Marine Corps Air Station",34.9
KCPK,US,,-76.32,Chesapeake Regional Airport,36.66
KDCM,US,,-81.2,Chester Catawba Regional Airport,34.79
KSNC,US,,-72.51,"Chester, Chester Airport",41.38
VTCR,TH,,99.83,Chiang Rai,19.89
SCHC,CL,,-70.65,Santiago Chicureo Airport,-33.27
,CA,CJH,-124.14,Tsylos Park Lodge Aerodrome,51.63
,US,CHZ,-121.88,Chiloquin State Airport,42.58
AYCS,PG,SQT,150.69,China Straits,-10.56
,US,CZN,-142.05,Chisana Airport,62.07
,CA,YKU,-78.92,Chisasibi Airport,53.81
,US,CZO,-144.67,Chistochina Airport,62.56
RJTF,JP,,139.53,Chofu Airport,35.67
,CO,LCR,-73.02,La Chorrera Airport,-0.73
,CA,YWQ,-71.14,Chute-Des-Passes Airport,49.94
,US,CHP,-144.61,Circle Hot Springs Airport,65.49
SNAR,BR,AMJ,-40.67,Cirilo Queiroz Airport,-16.18
MULB,CU,,-82.44,Ciudad Libertad Airport,23.09
YCVA,AU,,138.59,Clare Valley Aerodrome,-33.71
KCAV,US,,-93.76,Clarion Municipal Airport,42.74
KJVY,US,,-85.74,Clark Regional Airport,38.37
KLBR,US,,-95.06,Clarksville/Red River County Airport,33.59
PACL,US,,-149.12,Clear Airport,64.3
KFIG,US,,-78.41,Clearfield-Lawrence Airport,41.05
YCEE,AU,CVC,136.51,Cleve Airport,-33.71
KCOQ,US,,-92.5,Cloquet Carlton County Airport,46.7
YUNY,AU,CZY,139.62,Cluny Airport,-24.52
,US,CWX,-109.89,Cochise County Airport,32.25
KUKL,US,,-95.72,Coffey County Airport,38.3
,US,KCC,-132.84,Coffman Cove Seaplane Base,56.01
YOLA,AU,XCO,143.68,Colac Airport,-38.29
SNCX,BR,QCH,-40.58,Colatina Airport,-19.49
YCBR,AU,CRB,148.58,Collarenebri Airport,-29.52
KAAO,US,,-97.22,Colonel James Jabara Airport,37.75
,US,KCR,-155.99,Colorado Creek Airport,63.57
KAZC,US,,-113.01,Colorado City Municipal Airport,36.96
KCPC,US,,-78.71,Columbus County Municipal Airport,34.27
KMKN,US,,-98.6,Comanche County-City Airport,31.92
EGHA,GB,,-2.15,Compton Abbas Aerodrome,50.97
SBJD,BR,,-46.94,Jundiai Airport,-23.18
KWSD,US,WSD,-106.4,Condron Army Airfield,32.34
VECO,IN,COH,89.47,Cooch Behar Airport,26.33
YCOO,AU,CDA,132.53,Cooinda Airport,-12.9
YCAH,AU,CLH,149.61,Coolah Airport,-31.77
YPFT,AU,,149.15,Cooma-Polo Flat Airport,-36.23
YCBB,AU,COJ,149.27,Coonabarabran Airport,-31.33
YCWA,AU,CJF,118.81,Coondewanna Airport,-22.97
YCTM,AU,CMD,148.03,Cootamundra Airport,-34.62
,PA,CZJ,-78.58,Corazon De Jesus Airport,9.45
,US,CKU,-145.73,Cordova Municipal Airport,60.54
,GQ,OCS,9.33,Corisco International Airport,0.91
SACD,AR,,-64.14,Coronel Olmedo Airport,-31.49
YCOR,AU,CWW,146.36,Corowa Airport,-35.99
,BZ,CZH,-88.41,Corozal Airport,18.38
YCRG,AU,CYG,147.89,Corryong Airport,-36.18
,CA,YCF,-124.93,Cortes Island Airport,50.06
SWCQ,BR,CQS,-64.25,Costa Marques Airport,-12.42
LSGP,CH,,6.26,La Cote Airport,46.41
YCWL,AU,CCW,136.89,Cowell Airport,-33.67
YCWR,AU,CWT,148.65,Cowra Airport,-33.84
FACD,ZA,CDO,25.65,Cradock,-32.16
,US,CCG,-102.36,Crane County Airport,31.42
SNWS,BR,JCS,-40.7,Crateus,-5.21
SKCN,CO,RAV,-70.21,Cravo Norte,6.32
LFPC,FR,CSF,2.52,Creil,49.25
KCKF,US,,-83.77,Crisp County-Cordele Airport,31.99
YCKI,AU,CKI,132.48,Croker Island Airport,-11.16
LECU,ES,ECV,-3.79,Cuatro Vientos Airport,40.37
YCUA,AU,CUG,148.76,Cudal Airport,-33.28
YCUE,AU,CUY,117.92,Cue Airport,-27.45
FNCV,AO,CTI,19.16,Cuito Cuanavale Airport,-15.16
KCJR,US,,-77.86,Culpeper Regional Airport,38.53
EGPG,GB,,-3.98,Cumbernauld Airport,55.97
,MX,TZM,-88.17,Cupul National Airport,21.16
SSKU,BR,QCR,-50.61,Curitibanos Airport,-27.28
SNKN,BR,QCP,-36.54,Mina do Brejui,-6.28
,CO,CUI,-72,Currillo,4.67
SNCU,BR,CPU,-44.87,Cururupu Airport,-1.82
RPLO,PH,CYU,121.07,Cuyo Airport,10.86
EPRU,PL,CZW,19.2,Rudniki,50.88
LFOF,FR,XAN,0.11,Alencon Valframbert Airport,48.45
SAVR,AR,ARR,-70.81,D. Casimiro Szlapelis Airport,-45.01
WIDS,ID,SIQ,104.58,Dabo Airport,-0.48
WAJC,ID,DRH,138.61,Dabra Airport,-3.27
OPDD,PK,DDU,67.67,Dadu Airport,26.74
YDAJ,AU,DJR,139.53,Dajarra Airport,-21.71
YDAY,AU,DBY,151.27,Dalby Airport,-27.16
DIDL,CI,DJO,-6.47,Daloa Airport,6.79
VADN,IN,NMB,72.84,Daman Airport,20.43
,BZ,DGA,-88.23,Dangriga Airport,16.98
VNDL,NP,DAP,80.55,Darchula Airport,29.67
KUDG,US,,-79.89,Darlington County Jetport,34.45
SNKF,BR,QDF,-43.8,Conselheiro Lafaiete Airport,-20.74
YDPD,AU,DVP,141.11,Davenport Downs Airport,-24.15
LFBY,FR,XDA,-1.07,Dax-Seyresse,43.69
YDDI,AU,DDI,148.81,Daydream Island Heliport,-20.26
,CA,YRD,-126.96,Dean River Airport,52.82
KLUD,US,,-97.58,Decatur Municipal Airport,33.25
LIED,IT,DCI,8.97,Decimomannu Military Airfield,39.35
KDEW,US,,-117.43,Deer Park Airport,47.97
ZPLX,CN,LUM,98.53,Dehong Mangshi Airport,24.4
YDLV,AU,DLV,130.68,Delissaville Airport,-12.55
YDLT,AU,DDN,141.32,Delta Downs Airport,-16.99
CYJQ,CA,,-128.06,Denny Island Aerodrome,52.14
EPCD,PL,,23.44,Depułtycze Królewskie Airport,51.08
WARU,ID,KWB,110.48,Dewadaru Airport,-5.8
SWDM,BR,DMT,-56.4,Diamantino Airport,-14.38
SWDN,BR,DNO,-46.85,Dianopolis Airport,-11.6
,CA,DVK,-110.29,Diavik Airport,64.51
KCZT,US,CZT,-99.82,Dimmit County Airport,28.52
,AO,DRC,20.77,Dirico Airport,-17.98
YDBI,AU,DRN,148.22,Dirranbandi Airport,-28.59
,IN,DIU,70.92,Diu Airport,20.71
AYDO,PG,DOI,150.72,Doini,-10.7
,CA,YOE,-117.09,Donnelly Airport,55.71
YDOR,AU,DRD,141.82,Dorunda Airport,-16.55
KAEG,US,,-106.79,Double Eagle II Airport,35.15
KDQH,US,,-82.86,Douglas Municipal Airport,31.48
,CA,DGF,-120.17,Douglas Lake Airport,50.17
SDDR,BR,QDC,-51.61,Dracena Airport,-21.46
KTPL,US,TPL,-97.41,"Temple, Draughon-Miller Central Texas Regional Airport",31.15
,CA,YDC,-114.96,Drayton Valley Industrial Airport,53.27
LFON,FR,,1.36,Dreux-Vernouillet,48.71
KDIJ,US,,-111.1,Driggs-Reed Memorial Airport,43.74
,US,DRU,-113.21,Drummond Airport,46.62
LSMD,CH,,8.65,Duebendorf Air Base,47.4
YDBR,AU,DNB,142.4,Dunbar Airport,-16.05
MYRD,BS,DCT,-75.73,Duncan Town Airport,22.18
,US,MHS,-122.27,Dunsmuir Municipal Airport-Mott Airport,41.26
YDRI,AU,DRR,140.23,Durrie Airport,-25.68
UUBD,RU,,39.57,Ryazan Dyagilevo,54.64
UHKD,RU,,137.08,Dzemgi Airport,50.61
KELA,US,ELA,-96.32,Eagle Lake Airport,29.6
,US,TSS,-73.97,East 34th Street Heliport,40.74
KETN,US,ETN,-98.81,Eastland Municipal Airport,32.41
YECH,AU,ECH,144.76,Echuca Airport,-36.16
CZVL,CA,,-113.85,Edmonton/Villeneuve Airport,53.67
