icao_code,country_code,iata_code,lng,name,lat
,US,KKU,-158.56,Ekuk Airport,58.81
SCBQ,CL,,-70.69,El Bosque Airport,-33.56
,SD,ADV,26.12,El Daein Airport,11.4
HEGR,EG,EGH,34.13,El Gora Airport,31.07
SUPE,UY,,-54.92,Maldonado / Punta Est,-34.92
HEKG,EG,UVL,30.59,El Kharga Airport,25.47
SVBL,VE,,-67.56,El Libertador AB,10.18
HEMN,EG,EMY,30.73,El Minya,28.1
,GT,ENJ,-90.82,El Naranjo Airport,14.11
,PA,ELE,-77.73,El Real Airfield,8.11
KRQO,US,RQO,-98.01,El Reno Regional Airport,35.47
SCOV,CL,OVL,-71.18,El Tuqui,-30.56
,MH,EAL,166.85,Elenak Airport,9.32
AYEL,PG,EPT,141.68,Eliptamin,-5.04
KEHA,US,,-101.88,Elkhart-Morton County Airport,37
FAER,ZA,ELL,27.69,Ellisras Matimba Airport,-23.73
SVEZ,VE,EOZ,-69.53,Elorza Airport,7.08
EGTR,GB,,-0.33,Elstree Airfield,51.66
WAPN,ID,SQN,125.98,Emalamo Sanana Airport,-2.09
KSBO,US,,-82.37,Emanuel County Airport,32.61
SBGP,BR,0,-48.41,Embraer Unidade Gaviao Peixoto Airport,-21.77
FAEM,ZA,EMG,31.89,Empangeni Airport,-28.72
YEEB,AU,ENB,115.25,Eneabba Airport,-29.83
,MH,EJT,171.98,Enejit Airport,6.04
KEKS,US,,-111.65,Ennis - Big Sky Airport,45.27
BGET,GL,QFG,-45.91,Eqalugaarsuit Heliport,60.62
,HN,EDQ,-88.44,Erandique,14.24
AYEV,PG,ERE,143.9,Erave Airport,-6.61
UDYE,AM,,44.47,Erebuni Airport,40.12
YERN,AU,ERB,132.18,Ernabella Airport,-26.26
KERR,US,ERR,-71.16,Errol Airport,44.79
SACE,AR,,-64.28,Escuela de Aviacion Militar Airport,-31.45
LTBI,TR,ESK,30.58,Eskisehir Airport,39.78
KEST,US,EST,-94.75,Estherville Municipal Airport,43.41
SCTB,CL,,-70.55,Eulogio Sanchez Airport,-33.46
YEVA,AU,EVD,134.86,Eva Downs Airport,-18
YEVD,AU,EVH,153.42,Evans Head Aerodrome,-29.09
KGZH,US,,-87.04,Middleton Field,31.42
,US,EXI,-135.45,Excursion Inlet Seaplane Base,58.42
YEXM,AU,EXM,114.1,Exmouth Gulf Airport,-22.03
KFBY,US,FBY,-97.17,Fairbury Municipal Airport,40.18
KFWC,US,,-88.41,Fairfield Municipal Airport,38.38
EGTF,GB,,-0.56,Fairoaks Airport,51.35
,CA,ZFW,-118.43,Fairview Airport,56.08
OPSF,PK,,67.12,Pakistan Air Force Base Faisal,24.87
NTKH,PF,FHZ,-140.16,Fakahina Airport,-15.99
PAFW,US,FWL,-153.89,Farewell Airport,62.51
KFBL,US,FBL,-93.31,Faribault Municipal Airport,44.33
FTTY,TD,FYT,19.11,Faya-Largeau Airport,17.92
SILT,BR,SFV,-50.97,Santa Fe Do Sul,-20.23
SWTU,BR,AZL,-58.87,Fazenda Tucunare,-13.47
KFAF,US,FAF,-76.61,Felker Army Airfield,37.13
AGGF,SB,FRE,159.58,Fera/Maringe Airport,-8.11
AYFE,PG,FRQ,141.7,Feramin Airport,-5.21
ESMG,SE,,13.92,Feringe,56.95
KFES,US,,-90.39,Festus Memorial Airport,38.19
FAFB,ZA,FCB,27.91,Ficksburg Airport,-28.82
KFKA,US,,-92.18,Fillmore County Airport,43.68
MRFS,CR,,-83.07,Finca 63 Airport,8.65
EGZR,GB,FLH,-3.14,Flotta Airport,58.83
LSPG,CH,,8.25,Kagiswil,46.91
LSPL,CH,,7.74,Langenthal,47.18
EDAN,DE,QGW,11.62,Neustadt-Glewe Airfield,53.36
EDXE,DE,,7.49,Rheine-Eschendorf,52.28
EDUZ,DE,,12.15,Zerbst,52
ENFD,NO,FDE,5.89,"Forde Airport, Bringeland",61.46
YFST,AU,FOT,152.48,Forster (Wallis Is) Airport,-32.2
KFBR,US,FBR,-110.41,Fort Bridger Airport,41.39
CYJP,CA,,-117.61,Fort Providence Airport,61.32
,CA,YFL,-109.17,Fort Reliance Seaplance Base,62.7
KFWS,US,,-97.31,Fort Worth Spinks Airport,32.57
YFDF,AU,KFE,119.44,Fortescue Dave Forrest Airport,-22.29
,AU,FSL,125.79,Fossil Downs Stn,-18.13
KFSE,US,,-95.77,Fosston Municipal Airport,47.59
NZFH,NZ,FGL,170,Fox Glacier Heliport,-43.46
,LR,FOY,-10.23,Foya,8.35
,MX,LOM,-101.94,Francisco Primo de Verdad National Airport,21.26
KFKS,US,,-86.2,Frankfort Dow Memorial Field,44.63
,US,FBS,-123.01,Friday Harbor Seaplane Base,48.54
,MV,FND,73.29,Funadhoo Airport,6.16
ROTM,JP,,127.76,Marine Corps Air Station Futenma,26.27
DTTG,TN,GAE,10.1,Gabès Matmata International Airport,33.88
,GA,GAX,10,Gamba Airport,-2.75
VYGG,MM,GAW,94.13,Gangaw Airport,22.17
LFNA,FR,GAT,6.04,Gap-Tallard Airport,44.46
,PA,GHE,-78.33,Garachine Airport,8.05
AYGI,PG,GAR,147.14,Garaina Airport,-7.88
,SO,GBM,42.21,Garbahaareey Airport,3.32
KOKS,US,OKS,-102.36,Garden County Airport,41.4
LEGY,ES,,-2.48,Garray,41.82
YGSC,AU,GSC,115.2,Gascoyne Junction Airport,-25.05
AYGS,PG,GBC,141.74,Gasuke,-6.1
KGOP,US,,-97.8,Gatesville Municipal Airport,31.42
LTBK,TR,IGL,27.16,Gaziemir,38.32
HAGL,ET,GLC,46.42,Geladi Severnyy,6.98
SVPC,VE,PBL,-68.07,General Bartolome Salom International Airport,10.48
SCIC,CL,ZCQ,-71.22,Curico,-34.97
SEII,EC,IBB,-90.95,Isabela Island,-0.94
SVFM,VE,,-66.84,Caracas / La Carlota,10.49
KBXA,US,BXA,-89.86,George R Carr Memorial Air Field,30.81
MYEG,BS,,-75.78,George Town Airport,23.47
KGTU,US,,-97.68,Georgetown Municipal Airport,30.68
YGTO,AU,GEE,146.84,George Town Aerodrome,-41.08
EDAJ,DE,,12.14,Gera-Leumnitz Airfield,50.88
LEGT,ES,,-3.72,Madrid / Getafe,40.29
AGEV,SB,GEF,156.6,Geva Airport,-7.58
VVGL,VN,,105.89,Hanoi / Gialam,21.04
KGYB,US,,-96.98,"Giddings, Giddings-Lee County Airport",30.17
FAGI,ZA,GIY,30.65,Giyani Airport,-23.28
,US,KGZ,-142.38,Glacier Creek Airport,61.46
YGLI,AU,GLI,151.69,Glen Innes Airport,-29.67
YGLE,AU,GLG,139.6,Glengyle Airport,-24.81
YGLO,AU,GLM,138.82,Glenormiston Airport,-22.89
CYGD,CA,,-81.71,Goderich Airport,43.77
,US,GOL,-124.42,Gold Beach Municipal Airport,42.41
CYGE,CA,,-116.98,Golden Airport,51.3
KGWW,US,,-77.96,Wayne Executive Jetport,35.46
KGNG,US,GNG,-114.76,Gooding Municipal Airport,42.92
YGDI,AU,GOO,150.32,Goondiwindi Airport,-28.52
YGLB,AU,GUL,149.73,Goulburn Airport,-34.81
YCHK,AU,CKW,119.64,Graeme Rowley Airport,-22.35
KGDJ,US,,-97.82,Granbury Municipal Airport,32.44
,US,GCT,-113.23,Grand Canyon Bar 10 Airport,36.26
,US,GCD,-119.08,Grand Coulee Dam Airport,47.92
,US,NRI,-94.86,Grand Lake Regional Airport,36.58
KGPM,US,,-97.05,Grand Prairie Municipal Airport,32.7
KGDB,US,,-95.56,Granite Falls Municipal Airport,44.75
KGOV,US,,-84.73,Grayling Army Airfield,44.68
YGKL,AU,GKL,150.94,Great Keppel Isla,-23.18
AYGV,PG,GVI,141.17,Green River Airport,-3.9
CYGN,CA,YGN,-126.77,Greenway Sound Seaplane Base,50.84
YGDS,AU,GGD,139.23,Gregory Downs Airport,-18.63
NZGM,NZ,GMN,171.19,Greymouth Airport,-42.46
BGGD,GL,JGR,-48.1,Kangilinnguit Heliport,61.23
KGMJ,US,,-94.75,Grove Municipal Airport,36.62
SBGM,BR,GJM,-65.28,Guajara-Mirim Airport,-10.79
ZHGH,CN,LHK,111.69,Guangzhou MR Air Base,32.39
SBGW,BR,GUJ,-45.2,Guaratingueta,-22.79
AYGF,PG,GUG,146.87,Guari,-8.13
SVGD,VE,GDO,-70.8,Guasdualito Airport,7.23
SKGY,CO,,-74.06,Guaymaral Airport,4.81
LFCE,FR,,1.95,Gueret - Saint-Laurent,46.18
LIRG,IT,,12.74,Aeroporto di Guidonia,41.99
SVGI,VE,GUI,-62.31,Guiria,10.57
ENGK,NO,,8.7,Arendal Airport,58.52
YGDH,AU,GUH,150.25,Gunnedah Airport,-30.96
LTAB,TR,,32.74,Ankara Guevercinlik Army Air Base,39.94
VYGW,MM,GWA,94.58,Gwa Airport,17.6
KGWR,US,,-97.64,Gwinner-Roger Melroe Field Airport,46.22
YGYM,AU,GYP,152.7,Gympie Airport,-26.28
KRCK,US,RCK,-96.99,H. H. Coffield Regional Airport,30.63
SCHL,CL,,-70.91,Lampa Palo Alto Airport,-33.34
,CN,HBQ,100.64,Habei Qilian Airport,38.01
AYHO,PG,HIT,143.06,Hivaro,-6.94
VOBG,IN,,77.67,HAL Bangalore Airport,12.95
CHQE,CA,XDG,-63.59,Halifax (Queen Elizabeth II Health Science Centre) Heliport,44.65
EFHM,FI,,23.07,Hameenkyro,61.69
KHDC,US,,-90.42,Hammond Northshore Regional Airport,30.52
KHPT,US,HPT,-93.23,Hampton Municipal Airport,42.72
KHJO,US,,-119.63,Hanford Municipal Airport,36.32
HAHM,ET,QHR,39.01,Harar Meda Airport,8.72
KMGN,US,,-84.91,Harbor Springs Municipal Airport,45.43
KAQW,US,,-73.17,Harriman and West Airport,42.7
KHSB,US,HSB,-88.55,Harrisburg-Raleigh Airport,37.81
EDQT,DE,XXX,10.53,Hassfurt Airfield,50.02
NZHS,NZ,,176.77,Hastings Aerodrome,-39.65
,CA,YDJ,-103.54,Hatchet Lake Airport,58.66
KRVN,US,,-82.89,Hawkins County Airport,36.46
YHAY,AU,HXX,144.83,Hay Airport,-34.53
YHYN,AU,HIS,148.88,Hayman Island Resort Seaplane Base,-20.06
UAIT,KZ,HSA,68.55,Turkistan International Airport,43.31
,US,HKB,-144.69,Healy Lake Airport,64
KLHB,US,,-96.62,Hearne Municipal Airport,30.87
KEZM,US,,-83.13,Heart of Georgia Regional Airport,32.21
KHBZ,US,,-92.01,Heber Springs Municipal Airport,35.51
,BZ,BCV,-88.78,Belmopan Hector Silva Airport,17.27
ZSOF,CN,HFE,117.3,Hefei Luogang International Airport,31.78
HSHG,SD,HEG,29.4,Heglig Airport,9.99
AYHE,PG,HNI,146.43,Heiweni,-7.42
KEHR,US,,-87.69,Henderson City-County Airport,37.81
KHNZ,US,,-78.53,Henderson-Oxford Airport,36.36
ZGHY,CN,HNY,112.63,Hengyang Bajialing Airport,26.91
KHEG,US,,-81.81,Herlong Recreational Airport,30.28
KBKV,US,,-82.46,Hernando County Airport,28.47
EFHE,FI,HEN,24.92,Hernesaari Heliport,60.15
EKHG,DK,,9.04,Herning Airport,56.18
KHEI,US,,-102.66,Hettinger Municipal Airport,46.01
KINJ,US,,-97.1,Hillsboro Municipal Airport,32.08
VYHT,MM,HEB,95.47,Hinthada Airport,17.63
,CA,YJP,-117.75,Hinton/Jasper-Hinton Airport,53.32
VIHR,IN,HSS,75.76,Hisar Airport,29.18
,US,HBK,-110.14,Holbrook Municipal Airport,34.94
VYHL,MM,HOX,94.92,Homalin,24.89
KMHN,US,MHN,-101.06,Hooker County Airport,42.04
YHPN,AU,HTU,142.36,Hopetoun Airport,-35.72
KHVC,US,,-87.46,Hopkinsville-Christian County Airport,36.86
YHSM,AU,HSM,142.17,Horsham Airport,-36.67
KDKR,US,,-95.4,Houston County Airport,31.31
VYPP,MM,PPU,97.45,Hpapun Airport,18.07
SPBL,PE,BLP,-76.58,Huallaga Airport,-7.06
KHCD,US,,-94.38,Hutchinson Municipal Airport,44.86
,US,WHD,-130.01,Hyder Seaplane Base,55.9
,PG,IMA,150.52,Iamalele,-9.51
FQIB,MZ,IBO,40.6,Ibo,-12.35
SVIC,VE,ICA,-61.74,Icabaru Airport,4.34
FMCN,KM,YVA,43.24,Iconi Airport,-11.71
,US,ICY,-141.66,Icy Bay Airport,59.97
KIDG,US,IDG,-95.44,Ida Grove Municipal Airport,42.33
VREI,MV,IFU,73.02,Ifuru Airport,5.71
BGIO,GL,QFX,-45.43,Igaliku Heliport,60.99
USHI,RU,IRM,64.44,Igrim Airport,63.2
SNIG,BR,QIG,-39.29,Iguatu,-6.35
FMSI,MG,IHO,46.16,Ihosy Airport,-22.4
BGIT,GL,QJI,-51.83,Ikamiut Heliport,68.63
FZGV,CD,IKL,23.37,Ikela Airport,-1.05
BGIA,GL,IKE,-51.3,Ikerasak Heliport,70.5
BGIL,GL,XIQ,-51.11,Ilimanaq Heliport,69.08
WABL,ID,ILA,137.62,Illaga Airport,-3.98
BGLL,GL,IOT,-53.56,Illorsuit Heliport,71.24
WABE,ID,IUL,138.2,Ilu Airport,-3.71
WASI,ID,INX,132.16,Inanwatan Airport,-2.13
KTYQ,US,,-86.25,Indianapolis Executive Airport,40.04
KMQJ,US,,-85.9,Indianapolis Regional Airport,39.84
KUMP,US,,-86.05,Indianapolis Metropolitan Airport,39.93
,MZ,IBL,35.45,Indigo Bay Lodge Airport,-21.71
,US,HBB,-103.21,Industrial Airpark,32.77
,MH,IMI,171.66,Ine Airport,7.01
GMAA,MA,,-9.55,Agadir Inezgane Airport,30.38
BIID,IS,HLO,-23.7,Ingjaldssandur Airport,66.05
YINJ,AU,INJ,148.55,Injune Airport,-25.85
YIKM,AU,IKP,141.44,Inkerman Airport,-16.27
BGIN,GL,IUI,-56.01,Innarsuit Heliport,73.2
YIFL,AU,IFL,146.01,Innisfail Aerodrome,-17.56
VOCC,IN,,76.27,INS Garuda,9.95
YINW,AU,IVW,129.64,Inverway Airport,-17.84
,US,ECA,-83.42,Iosco County Airport,44.31
KMRJ,US,,-90.23,Iowa County Airport,42.89
KIFA,US,IFA,-93.27,Iowa Falls Municipal Airport,42.47
SNIU,BR,IPU,-39.73,Ipiau Airport,-14.13
,US,IRB,-101.89,Iraan Municipal Airport,30.91
SNIC,BR,IRE,-41.85,Irece Airport,-11.34
MHIR,HN,IRN,-85.14,Iriona,15.94
HCMS,SO,CMS,50.23,Scusciuban Airport,10.3
MMIM,MX,ISJ,-86.74,Isla Mujeres Airport,21.25
BGIS,GL,IOQ,-38.98,Isortoq Heliport,65.55
LTBX,TR,,29.22,Samandira,40.99
LFMI,FR,,4.92,Istres-Le Tube Air Base,43.52
SBIC,BR,ITA,-58.48,Itacoatiara Airport,-3.13
SNIP,BR,QIT,-40.28,Itapetinga Airport,-15.24
SSIQ,BR,ITQ,-56.54,Itaqui Airport,-29.17
SNZW,BR,ITE,-39.14,Itubera Airport,-13.73
KDEQ,US,,-94.4,J. Lynn Helms Sevier County Airport,34.05
YJAB,AU,JAB,132.89,Jabiru Airport,-12.66
,MH,JAT,168.98,Jabat Airfield,7.75
SBEK,BR,JCR,-57.78,Jacareacanga,-6.23
,US,KPT,-114.66,Jackpot Airport/Hayden Field,41.98
SNJB,BR,JCM,-40.55,Jacobina Airport,-11.16
,IN,JGB,82.04,Jagdalpur Airport,19.07
SDJL,BR,JLS,-50.55,Jales Airport,-20.29
,MH,UIT,169.64,Jaluit Airport,5.91
,AO,JMB,16.07,Jamba Airport,-14.7
ENJB,NO,,10.37,Jarlsberg Airfield,59.3
KJAS,US,JAS,-94.03,"Jasper, Jasper County-Bell Field Airport",30.89
KEFW,US,EFW,-94.34,Jefferson Municipal Airport,42.01
EDBJ,DE,,11.71,Jena-Schöngleina Airfield,50.92
RKPD,KR,JDG,126.71,Jeongseok Airport,33.4
SNJK,BR,JEQ,-40.07,Jequie Airport,-13.88
RJCA,JP,,142.37,JGSDF Camp Asahikawa Airfield,43.79
RJSU,JP,,140.92,Kasuminome Ab,38.24
RJTK,JP,,139.91,Kisarazu Ab,35.4
LKJC,CZ,,15.33,Jicin Airport,50.43
ZYJL,CN,JIL,126.4,Jilin Ertaizi Airport,44
YJIN,AU,QJD,148.6,Jindabyne Airport,-36.43
ZYJZ,CN,JNZ,121.28,Jinzhou Bay Airport,40.94
SEJI,EC,JIP,-80.67,Jipijapa Airport,-1
VNJI,NP,JIR,86.23,Jiri Airport,27.63
,BZ,SPR,-87.97,San Pedro Airport,17.92
,ID,JIO,127.91,Jos Orno Imsula Airport,-8.14
SNOS,BR,PSW,-46.66,Municipal Jose Figueiredo Airport,-20.73
OEJB,SA,QJB,49.41,Jubail Airport,27.04
VAJJ,IN,,72.83,Juhu Aerodrome,19.1
EDWJ,DE,JUI,7.06,Juist Airport,53.68
SEJD,EC,TNW,-77.58,Jumandy Airport,-1.06
KLHX,US,,-103.51,La Junta Municipal Airport,38.05
YJNB,AU,JUR,115.06,Jurien Bay Airport,-30.3
SNTO,BR,TFL,-41.51,Juscelino Kubitscheck Airport,-17.89
MHJU,HN,JUT,-86.22,Jutigalpa airport,14.65
FBJW,BW,JWA,24.69,Jwaneng Airport,-24.6
AYKQ,PG,KGW,147.67,Kagi Airstrip,-9.14
,PG,AGK,143.85,Kagua Airport,-6.4
,TZ,KBH,32.69,Buzwagi Airport,-3.85
NZKO,NZ,KKO,173.82,Kaikohe Aerodrome,-35.45
AYRK,PG,RKU,146.52,Kairuku,-8.82
KDKB,US,,-88.71,DeKalb Taylor Municipal Airport,41.93
VEKM,IN,IXQ,91.81,Kamalpur Airport,24.13
,AU,KDS,139.28,Kamaran Downs,-24.34
AYTO,PG,KDQ,141.05,Kamberatoro Airport,-3.6
YKML,AU,KML,140.06,Kamileroi Airport,-19.38
VTBK,TH,KDT,99.92,Kamphaeng Saen Airport,14.1
AYNB,PG,KEX,145.91,Kanabea Airport,-7.54
AYNN,PG,KDP,143.51,Kandep Airport,-5.84
BGKA,GL,QPW,-53.46,Kangaatsiaq Heliport,68.31
BGKS,GL,KGQ,-55.54,Kangersuatsiaq Heliport,72.38
GUXN,GN,KNN,-9.23,Kankan Airport,10.45
VICX,IN,KNU,80.41,Kanpur Airport,26.4
FLKO,ZM,KMZ,24.78,Kaoma,-14.8
,PG,KAF,155.31,Karato Airport,-6.27
WAPF,ID,LUV,132.76,Karel Sadsuitubun Airport,-5.76
AYRI,PG,KMR,144.82,Karimui Airport,-6.49
,US,KKL,-154.03,Karluk Lake Seaplane Base,57.37
UTSK,UZ,KSQ,65.77,Karshi Airport,38.8
WABK,ID,KBF,138.48,Karubaga Airport,-3.68
YKMB,AU,KRB,140.83,Karumba Airport,-17.46
FLKS,ZM,KAA,31.13,Kasama Airport,-10.22
,CI,KTC,-5.07,Katiola Airport,8.13
NTKT,PF,KXU,-144.4,Katiu Airport,-16.34
NTKA,PF,KHZ,-145.12,Kauehi Airport,-15.78
UHWK,RU,KVR,135.03,Kavalerovo Airport,44.27
AYKW,PG,KWO,142.82,Kawito Airport,-7.98
,US,MVM,-110.23,Kayenta Airport,36.72
,CA,ZKG,-61.27,Kegaska Airport,50.19
AYLG,PG,KEG,145.1,Keglsugl Airport,-5.83
HAKL,ET,LFO,44.35,Kelafo East Airport,5.66
WAJV,ID,LLN,138.67,Kelila Airport,-3.75
YKMP,AU,KPS,152.77,Kempsey Airport,-31.07
,US,KKT,-87.43,Kentland Municipal Airport,40.76
WAKP,ID,KEI,139.33,Kepi Airport,-6.54
YKER,AU,KRA,143.94,Kerang Airport,-35.75
AYEA,PG,KRU,147.07,Kerau,-8.27
,KE,KRV,35.66,Kerio Valley Airport,0.32
VAKS,IN,IXK,70.27,Keshod Airport,21.32
UHHT,RU,KHV,135.15,Khabarovsk Airport,48.53
OITH,IR,KHA,45.15,Khaneh Airport,36.73
,ZA,KHO,31.42,Khoka Moya Airport,-24.59
VTUN,TH,,102.08,Korat Royal Thai Air Force Base,14.93
EPKA,PL,,20.73,Kielce-Maslow Airport,50.9
FZCA,CD,KKW,18.79,Kikwit Airport,-5.04
,MH,KIO,169.12,Kili Airfield,5.64
,ID,KMM,138.85,Kimaam Island Airport,-7.98
KJCT,US,JCT,-99.76,Kimble County Airport,30.51
OEDM,SA,DWD,44.12,King Salman Abdulaziz Airport,24.45
YKRY,AU,KGY,151.84,Kingaroy Airport,-26.58
YKCS,AU,KCS,131.84,Kings Creek Airport,-24.42
YKIR,AU,KBB,129.21,Kirkimbie Station Airport,-17.78
FZIA,CD,,25.16,Simi-Simi Airport,0.52
KITR,US,,-102.29,Kit Carson County Airport,39.24
,KE,KWY,41.3,Kiwayu Airport,-1.96
ENKJ,NO,,11.04,Kjeller flyplass,59.97
,CA,YKE,-94.8,Knee Lake Airport,54.92
,US,NLN,-123.93,Kneeland Airport,40.72
VDKK,KH,KKZ,103,Kaoh Kong Airport,11.61
RJBK,JP,,133.93,Konan Airport,34.59
AYON,PG,KMB,144.61,Koinambe,-5.49
GODK,SN,KDA,-14.97,Kolda North Airport,12.9
FAKP,ZA,KOF,31.93,Komatipoort,-25.44
VDKC,KH,KZK,105.43,Kampong Cham,12.03
AYDL,PG,KPF,142.5,Kondobol Airport,-8.53
YKLB,AU,KKP,143.96,Koolburra Airport,-15.32
AYOW,PG,KDE,142.74,Koroba Airport,-5.7
KOSX,US,OSX,-89.54,Kosciusko-Attala County Airport,33.09
FZFP,CD,KLI,21.65,Kotakoli Airport,4.16
LYKA,RS,,20.72,Kraljevo Sport Airport,43.73
USDP,RU,KKQ,82.46,Krasnoselkup,65.71
VDKT,KH,KTI,106.06,Kratie Airport,12.49
FAKR,ZA,,27.73,Krugersdorp,-26.08
AGKU,SB,KUE,156.95,Kukundu Airport,-8.03
BGKQ,GL,KHQ,-57.23,Kullorsuaq Heliport,74.58
YKUR,AU,KRD,134.67,Kurundi,-20.51
AYUY,PG,KUX,141.62,Kuyol Airport,-5.37
VYKU,MM,KYT,94.13,Kyauktu Airport,21.4
KDXX,US,,-96.18,Madison-Lac Qui Parle County Airport,44.99
,US,BKF,-155.78,Lake Brooks Seaplane Base,58.55
PALH,US,,-149.97,Lake Hood Seaplane Base,61.18
,KE,LKU,35.88,Lake Rudolf Airport,3.42
YLND,AU,LKD,144.85,Lakeland Downs Airport,-15.83
VGLM,BD,LLJ,89.43,Lalmonirhat Airport,25.89
GLLB,LR,,-10.02,Lamco Airport,5.86
KLNC,US,,-96.72,Lancaster Regional Airport,32.58
LFRJ,FR,LDV,-4.15,Landivisiau,48.53
EDWL,DE,LGO,7.5,Langeoog,53.74
AYLN,PG,LNM,146.23,Langimar,-7.22
LOIK,AT,,12.13,Kufstein-Langkampfen Airport,47.57
SCVL,CL,,-73.24,Aerodromo Las Marias,-39.8
SPLP,PE,,-77,Las Palmas,-12.16
SCQM,CL,,-73.13,Osorno Airport,-40.64
YLAH,AU,LWH,138.62,Lawn Hill Airport,-18.57
,PH,LWA,124.06,Lwbak,6.67
,CA,YLS,-77.02,Lebel-sur-Quevillon Airport,49.03
LIBN,IT,LCC,18.13,Lecce Galatina Airport,40.24
KLXT,US,,-94.37,Lee's Summit Municipal Airport,38.96
EGBG,GB,,-1.03,Leicester Airport,52.61
YLEC,AU,LGH,138.43,Leigh Creek Airport,-30.6
KLEM,US,LEM,-102.11,Lemmon Municipal Airport,45.92
VELP,IN,AJL,92.62,Lengpui Airport,23.84
SNDN,BR,LEP,-42.73,Leopoldina Airport,-21.47
WAJL,ID,LHI,139.95,Lereh Airport,-3.08
AYLP,PG,LPN,146.34,Leron Plains Airport,-6.39
LFOO,FR,LSO,-1.72,Les Sables-d'Olonne - Talmont Airport,46.48
EILT,IE,LTR,-7.67,Letterkenny Airport,54.95
WITL,ID,LSX,97.26,Lhok Sukon Airport,5.07
ZULP,CN,LIA,107.79,Liangping Airport,30.68
FYLS,NA,LHU,23.39,Lianshulu,-18.12
,KE,LBK,40.88,Liboi Airport,0.35
YLRD,AU,LHG,147.98,Lightning Ridge Airport,-29.46
YLIM,AU,LIB,129.88,Limbunya Airport,-17.24
FALC,ZA,LMR,23.44,Lime Acres Finsch Mine Airport,-28.36
SDYM,BR,QGB,-47.41,Limeira Airport,-22.6
KLIC,US,LIC,-103.67,Limon Municipal Airport,39.27
KLHM,US,,-121.35,Lincoln Regional Airport,38.91
KIPJ,US,,-81.16,"Lincolnton, Lincolnton-Lincoln County Regional Airport",35.48
LOLO,AT,,14.33,Linz-East Airport,48.3
SCKL,CL,,-70.85,Lampa Lipangui Airport,-33.33
LYBJ,RS,,20.45,Lisicji Jarak Airport,44.94
KLJF,US,,-94.51,Litchfield Municipal Airport,45.1
KOZW,US,,-83.98,Livingston County Spencer J. Hardy Airport,42.67
KAQO,US,,-98.66,Llano Municipal Airport,30.78
YLOK,AU,LOC,135.69,Lock Airport,-33.54
KAAA,US,,-89.33,Logan County Airport,40.16
,MY,LBP,115.42,Long Banga Airport,3.2
AYLX,PG,LSJ,147.02,Long Island,-5.36
KXVG,US,,-94.2,Longville Municipal Airport,46.99
KLSB,US,LSB,-108.69,Lordsburg Municipal Airport,32.33
YLOR,AU,LOA,139.91,Lorraine Airport,-18.99
YLOV,AU,LTV,141.38,Lotus Vale Airport,-17.05
FALO,ZA,LCD,29.86,Louis Trichardt Airport,-23.06
KLOR,US,LOR,-85.75,"Fort Rucker, Lowe Army Heliport",31.36
RPLU,PH,LBX,120.11,Lubang Airport,13.86
KERY,US,,-85.46,Luce County Airport,46.31
LZLU,SK,LUE,19.74,Lucenec,48.34
LIDG,IT,,11.85,Lugo Di Romagna Airport,44.4
FLLK,ZM,LXU,23.25,Lukulu,-14.37
AYLU,PG,LMI,142.04,Lumi Airport,-3.48
FLLC,ZM,,28.33,Lusaka City Airport,-15.41
KLSK,US,LSK,-104.4,Lusk Municipal Airport,42.75
VRQM,MV,RUL,73.51,Gaddhoo Maavaarulaa Airport,0.34
,CO,NAD,-67.58,Macanal,2.57
KMDQ,US,,-86.56,Madison County Executive Airport,34.86
SSMF,BR,QMF,-49.83,Mafra Airport,-26.16
UHMT,RU,,150.92,Magadan-13 Airport,59.62
FMMH,MG,VVB,48.8,Mahanoro,-19.83
NGMA,KI,MNK,173.03,Maiana Airport,1
SKMJ,CO,MCJ,-72.24,La Majayura Airport,11.39
,AU,MIZ,134.09,Mainoru Airport,-14.05
UWUM,RU,,56.17,Ufa Maximovka Airport,54.83
AYYM,PG,MMV,144.17,Mal Airport,-1.39
KMLD,US,MLD,-112.3,Malad City Airport,42.17
FMMC,MG,WML,45.54,Malaimbandy,-20.36
,ID,MOH,121.66,Morowali Airport,-2.2
WPMN,TL,MPT,125.21,Maiana Airport,-8.97
YMCO,AU,XMC,149.72,Mallacoota Airport,-37.6
,MH,MAV,171.23,Maloelap Airfield,8.7
RPUM,PH,MBO,120.61,Mamburao Airport,13.21
,PA,MPI,-77.98,Mamitupo Airport,9.19
FMNP,MG,WMP,47.64,Mampikony Airport,-16.07
NFMA,FJ,MNF,177.1,Mana Island Airport,-17.66
FMSK,MG,WVK,48.02,Manakara Airport,-22.12
VYMN,MM,MGU,93.69,Manaung Airport,18.85
EGCB,GB,,-2.39,City Airport Manchester,53.47
FMSC,MG,WMD,44.94,Mandabe Airport,-21.05
YMDI,AU,MQA,120.84,Mandora Airport,-19.74
YMVM,AU,,151.21,Mangrove Mountain Airport,-33.29
NCMH,CK,MHX,-161,Manihiki Island Airport,-10.38
LFRM,FR,LME,0.2,Le Mans-Arnage,47.95
,US,NTJ,-111.61,Manti-Ephraim Airport,39.33
AYPO,PG,MPF,143.17,Mapoda Airport,-7.98
SAWB,AQ,,-56.63,Marambio Airport,-64.24
AYRM,PG,MWI,143.48,Maramuni Airport,-5.13
,ID,TQQ,123.92,Maranggo Airport,-5.77
